12        全球变化与海气相互作用21          xx所        某洋南部  GASI-02-IND-STSsum            海测330120160721135901-0800  102   路人甲                   GPS探空仪 CF-06-A
22STC083  120160721141900 073555.32S 1043519.76E  6 4740.501-9-9.99  0.442  578.002 100.001  10.912 333.401 
22STC083  120160721141901 073555.64S 1043520.00E  6 4745.601-9-9.99  0.402  577.632 100.001  10.912 333.401 
22STC083  120160721141902 073556.00S 1043520.22E  6 4750.201-9-9.99  0.372  577.302 100.001  10.902 333.501 
22STC083  120160721141903 073556.36S 1043520.44E  6 4754.901-9-9.99  0.342  576.972 100.001  10.902 333.501 
22STC083  120160721141904 073556.69S 1043520.69E  6 4759.501-9-9.99  0.312  576.632 100.001  10.902 333.501 
22STC083  120160721141905 073557.08S 1043520.80E  6 4763.801-9-9.99  0.292  576.332 100.001  10.912 333.601 
22STC083  120160721141906 073557.48S 1043520.91E  6 4767.801-9-9.99  0.262  576.042 100.001  10.922 333.601 
22STC083  120160721141907 073557.84S 1043521.02E  6 4771.901-9-9.99  0.242  575.752 100.001  10.932 333.601 
22STC083  120160721141908 073558.24S 1043521.19E  6 4775.901-9-9.99  0.222  575.462 100.001  10.952 333.601 
22STC083  120160721141909 073558.60S 1043521.38E  6 4779.901-9-9.99  0.202  575.182 100.001  10.982 333.601 
22STC083  120160721141910 073558.88S 1043521.54E  6 4784.001-9-9.99  0.192  574.892 100.001  11.012 333.601 
22STC083  120160721141911 073559.21S 1043521.73E  6 4788.101-9-9.99  0.172  574.592 100.001  11.032 333.601 
22STC083  120160721141912 073559.50S 1043521.87E  6 4792.301-9-9.99  0.152  574.302 100.001  11.062 333.701 
22STC083  120160721141913 073559.78S 1043522.06E  6 4796.501-9-9.99  0.132  573.992 100.001  11.072 333.701 
22STC083  120160721141914 073600.11S 1043522.20E  6 4800.901-9-9.99  0.112  573.682 100.001  11.082 333.701 
22STC083  120160721141915 073600.40S 1043522.34E  6 4805.501-9-9.99  0.092  573.352 100.001  11.092 333.801 
22STC083  120160721141916 073600.72S 1043522.53E  6 4810.301-9-9.99  0.062  573.012 100.001  11.092 333.801 
22STC083  120160721141917 073601.04S 1043522.67E  6 4815.401-9-9.99  0.042  572.652 100.001  11.092 333.801 
22STC083  120160721141918 073601.37S 1043522.81E  6 4820.501-9-9.99  0.012  572.292 100.001  11.082 333.701 
22STC083  120160721141919 073601.69S 1043523.00E  6 4825.601-9-9.99 -0.022  571.932 100.001  11.052 333.701 
22STC083  120160721141920 073601.98S 1043523.16E  6 4830.601-9-9.99 -0.062  571.572 100.001  11.022 333.701 
22STC083  120160721141921 073602.27S 1043523.38E  6 4835.601-9-9.99 -0.112  571.222 100.001  10.972 333.701 
22STC083  120160721141922 073602.63S 1043523.57E  6 4840.501-9-9.99 -0.152  570.872 100.001  10.912 333.701 
22STC083  120160721141923 073603.02S 1043523.74E  6 4845.601-9-9.99 -0.192  570.512 100.001  10.852 333.801 
22STC083  120160721141924 073603.46S 1043523.85E  6 4851.001-9-9.99 -0.222  570.132 100.001  10.792 333.801 
22STC083  120160721141925 073603.85S 1043523.99E  6 4856.501-9-9.99 -0.262  569.742  99.901  10.742 333.901 
22STC083  120160721141926 073604.21S 1043524.10E  6 4861.901-9-9.99 -0.292  569.362  99.801  10.682 333.901 
22STC083  120160721141927 073604.50S 1043524.26E  6 4867.001-9-9.99 -0.332  569.002  99.801  10.632 333.801 
22STC083  120160721141928 073604.75S 1043524.40E  6 4871.501-9-9.99 -0.362  568.682  99.801  10.602 333.801 
22STC083  120160721141929 073605.00S 1043524.62E  6 4875.601-9-9.99 -0.402  568.392  99.801  10.572 333.801 
22STC083  120160721141930 073605.29S 1043524.89E  6 4879.301-9-9.99 -0.432  568.122  99.801  10.542 333.901 
22STC083  120160721141931 073605.58S 1043525.14E  6 4882.901-9-9.99 -0.452  567.872  99.801  10.512 333.901 
22STC083  120160721141932 073605.94S 1043525.36E  6 4886.401-9-9.99 -0.472  567.632  99.901  10.482 334.001 
22STC083  120160721141933 073606.34S 1043525.55E  6 4890.101-9-9.99 -0.492  567.362 100.001  10.442 333.901 
22STC083  120160721141934 073606.73S 1043525.69E  6 4894.201-9-9.99 -0.522  567.082 100.001  10.392 333.901 
22STC083  120160721141935 073607.09S 1043525.83E  6 4898.701-9-9.99 -0.542  566.762 100.001  10.332 333.801 
22STC083  120160721141936 073607.38S 1043525.94E  6 4903.801-9-9.99 -0.572  566.402 100.001  10.262 333.701 
22STC083  120160721141937 073607.67S 1043526.05E  6 4909.301-9-9.99 -0.602  566.012 100.001  10.192 333.601 
22STC083  120160721141938 073607.96S 1043526.18E  6 4915.101-9-9.99 -0.622  565.602 100.001  10.132 333.501 
22STC083  120160721141939 073608.28S 1043526.38E  6 4920.901-9-9.99 -0.652  565.192 100.001  10.042 333.401 
22STC083  120160721141940 073608.53S 1043526.57E  6 4926.701-9-9.99 -0.672  564.792 100.001   9.962 333.201 
22STC083  120160721141941 073608.75S 1043526.71E  6 4932.401-9-9.99 -0.702  564.392 100.001   9.872 333.101 
22STC083  120160721141942 073608.96S 1043526.82E  6 4938.201-9-9.99 -0.742  563.982  99.901   9.782 332.901 
22STC083  120160721141943 073609.18S 1043526.84E  6 4944.301-9-9.99 -0.792  563.562  99.501   9.682 332.801 
22STC083  120160721141944 073609.47S 1043526.93E  6 4950.301-9-9.99 -0.852  563.132  99.101   9.582 332.601 
22STC083  120160721141945 073609.79S 1043527.04E  6 4956.301-9-9.99 -0.902  562.712  98.701   9.482 332.501 
22STC083  120160721141946 073610.12S 1043527.28E  6 4962.201-9-9.99 -0.962  562.302  98.301   9.382 332.201 
22STC083  120160721141947 073610.44S 1043527.50E  6 4968.001-9-9.99 -1.022  561.892  98.001   9.292 332.001 
22STC083  120160721141948 073610.76S 1043527.75E  6 4973.901-9-9.99 -1.062  561.482  97.801   9.212 331.801 
22STC083  120160721141949 073611.16S 1043527.97E  6 4980.001-9-9.99 -1.102  561.052  97.701   9.142 331.601 
22STC083  120160721141950 073611.56S 1043528.11E  6 4986.301-9-9.99 -1.142  560.612  97.601   9.082 331.501 
22STC083  120160721141951 073611.92S 1043528.22E  6 4992.801-9-9.99 -1.172  560.162  97.601   9.042 331.401 
22STC083  120160721141952 073612.20S 1043528.33E  6 4999.201-9-9.99 -1.212  559.712  97.701   9.002 331.301 
22STC083  120160721141953 073612.38S 1043528.44E  6 5005.401-9-9.99 -1.242  559.282  97.801   8.972 331.101 
22STC083  120160721141954 073612.49S 1043528.57E  6 5011.301-9-9.99 -1.282  558.872  97.901   8.952 331.001 
22STC083  120160721141955 073612.53S 1043528.71E  6 5017.101-9-9.99 -1.322  558.462  98.001   8.932 330.901 
22STC083  120160721141956 073612.74S 1043528.82E  6 5022.701-9-9.99 -1.362  558.072  98.101   8.922 330.701 
22STC083  120160721141957 073612.96S 1043528.93E  6 5028.301-9-9.99 -1.392  557.692  98.201   8.912 330.601 
22STC083  120160721141958 073613.18S 1043529.01E  6 5033.901-9-9.99 -1.432  557.302  98.301   8.912 330.501 
22STC083  120160721141959 073613.54S 1043529.23E  6 5039.201-9-9.99 -1.462  556.932  98.401   8.902 330.401 
22STC083  120160721142000 073613.90S 1043529.48E  6 5044.301-9-9.99 -1.492  556.572  98.501   8.872 330.201 
22STC083  120160721142001 073614.11S 1043529.70E  6 5049.201-9-9.99 -1.512  556.232  98.601   8.842 330.001 
22STC083  120160721142002 073614.36S 1043529.89E  6 5054.001-9-9.99 -1.532  555.902  98.701   8.802 329.801 
22STC083  120160721142003 073614.58S 1043530.11E  6 5058.901-9-9.99 -1.562  555.562  98.801   8.762 329.601 
22STC083  120160721142004 073614.80S 1043530.19E  6 5063.601-9-9.99 -1.582  555.242  98.901   8.742 329.401 
22STC083  120160721142005 073615.01S 1043530.28E  6 5068.201-9-9.99 -1.602  554.922  99.101   8.712 329.201 
22STC083  120160721142006 073615.23S 1043530.36E  6 5073.001-9-9.99 -1.622  554.592  99.201   8.702 329.001 
22STC083  120160721142007 073615.41S 1043530.52E  6 5078.101-9-9.99 -1.652  554.232  99.401   8.682 328.801 
22STC083  120160721142008 073615.62S 1043530.74E  6 5083.601-9-9.99 -1.682  553.852  99.601   8.682 328.601 
22STC083  120160721142009 073615.88S 1043530.94E  6 5089.501-9-9.99 -1.712  553.442  99.701   8.672 328.501 
22STC083  120160721142010 073616.16S 1043531.16E  6 5095.501-9-9.99 -1.752  553.022  99.801   8.672 328.401 
22STC083  120160721142011 073616.52S 1043531.35E  6 5101.601-9-9.99 -1.792  552.612  99.901   8.662 328.401 
22STC083  120160721142012 073616.85S 1043531.40E  6 5107.401-9-9.99 -1.822  552.202 100.001   8.662 328.301 
22STC083  120160721142013 073617.21S 1043531.48E  6 5113.001-9-9.99 -1.862  551.822 100.001   8.652 328.301 
22STC083  120160721142014 073617.46S 1043531.57E  6 5118.401-9-9.99 -1.902  551.452 100.001   8.662 328.201 
22STC083  120160721142015 073617.71S 1043531.68E  6 5123.601-9-9.99 -1.942  551.092 100.001   8.672 328.101 
22STC083  120160721142016 073617.96S 1043531.90E  6 5128.801-9-9.99 -1.972  550.732 100.001   8.692 328.001 
22STC083  120160721142017 073618.22S 1043532.14E  6 5134.201-9-9.99 -2.022  550.362 100.001   8.722 327.901 
22STC083  120160721142018 073618.54S 1043532.39E  6 5139.801-9-9.99 -2.052  549.982 100.001   8.752 327.801 
22STC083  120160721142019 073618.83S 1043532.61E  6 5145.501-9-9.99 -2.092  549.592 100.001   8.772 327.701 
22STC083  120160721142020 073619.04S 1043532.72E  6 5151.101-9-9.99 -2.132  549.192 100.001   8.792 327.601 
22STC083  120160721142021 073619.19S 1043532.78E  6 5156.701-9-9.99 -2.162  548.812 100.001   8.802 327.401 
22STC083  120160721142022 073619.30S 1043532.89E  6 5162.201-9-9.99 -2.202  548.432 100.001   8.802 327.201 
22STC083  120160721142023 073619.44S 1043533.02E  6 5167.601-9-9.99 -2.232  548.072 100.001   8.812 327.001 
22STC083  120160721142024 073619.62S 1043533.22E  6 5172.801-9-9.99 -2.262  547.712 100.001   8.812 326.701 
22STC083  120160721142025 073619.91S 1043533.44E  6 5177.901-9-9.99 -2.302  547.362 100.001   8.822 326.401 
22STC083  120160721142026 073620.23S 1043533.65E  6 5183.001-9-9.99 -2.332  547.012 100.001   8.812 326.201 
22STC083  120160721142027 073620.59S 1043533.82E  6 5188.201-9-9.99 -2.372  546.662 100.001   8.792 326.001 
22STC083  120160721142028 073620.92S 1043533.98E  6 5193.601-9-9.99 -2.402  546.292 100.001   8.762 325.701 
22STC083  120160721142029 073621.24S 1043534.15E  6 5199.201-9-9.99 -2.442  545.902 100.001   8.722 325.601 
22STC083  120160721142030 073621.49S 1043534.29E  6 5205.101-9-9.99 -2.472  545.502 100.001   8.662 325.401 
22STC083  120160721142031 073621.67S 1043534.40E  6 5211.201-9-9.99 -2.502  545.082 100.001   8.592 325.301 
22STC083  120160721142032 073621.85S 1043534.51E  6 5217.301-9-9.99 -2.542  544.662 100.001   8.502 325.201 
22STC083  120160721142033 073621.96S 1043534.64E  6 5223.401-9-9.99 -2.572  544.252 100.001   8.402 325.101 
22STC083  120160721142034 073622.10S 1043534.84E  6 5229.101-9-9.99 -2.602  543.862 100.001   8.292 325.101 
22STC083  120160721142035 073622.25S 1043535.06E  6 5234.901-9-9.99 -2.632  543.472 100.001   8.182 325.201 
22STC083  120160721142036 073622.46S 1043535.33E  6 5240.101-9-9.99 -2.662  543.112 100.001   8.062 325.301 
22STC083  120160721142037 073622.82S 1043535.63E  6 5244.901-9-9.99 -2.692  542.792 100.001   7.942 325.501 
22STC083  120160721142038 073623.18S 1043535.91E  6 5249.401-9-9.99 -2.722  542.482 100.001   7.832 325.701 
22STC083  120160721142039 073623.58S 1043536.13E  6 5253.901-9-9.99 -2.742  542.182 100.001   7.712 326.001 
22STC083  120160721142040 073623.90S 1043536.32E  6 5258.401-9-9.99 -2.762  541.862 100.001   7.602 326.301 
22STC083  120160721142041 073624.16S 1043536.37E  6 5263.301-9-9.99 -2.792  541.532 100.001   7.492 326.701 
22STC083  120160721142042 073624.37S 1043536.48E  6 5268.401-9-9.99 -2.812  541.192 100.001   7.402 327.001 
22STC083  120160721142043 073624.59S 1043536.59E  6 5273.701-9-9.99 -2.832  540.832 100.001   7.312 327.401 
22STC083  120160721142044 073624.77S 1043536.79E  6 5278.901-9-9.99 -2.852  540.482 100.001   7.222 327.901 
22STC083  120160721142045 073624.91S 1043537.01E  6 5284.101-9-9.99 -2.862  540.122 100.001   7.132 328.401 
22STC083  120160721142046 073625.09S 1043537.23E  6 5289.501-9-9.99 -2.862  539.762 100.001   7.042 329.101 
22STC083  120160721142047 073625.27S 1043537.36E  6 5295.101-9-9.99 -2.842  539.382 100.001   6.942 329.801 
22STC083  120160721142048 073625.45S 1043537.47E  6 5301.201-9-9.99 -2.812  538.972 100.001   6.842 330.501 
22STC083  120160721142049 073625.67S 1043537.53E  6 5307.501-9-9.99 -2.772  538.542 100.001   6.742 331.301 
22STC083  120160721142050 073625.85S 1043537.64E  6 5313.801-9-9.99 -2.732  538.112 100.001   6.632 332.101 
22STC083  120160721142051 073625.99S 1043537.72E  6 5319.601-9-9.99 -2.722  537.722  99.901   6.542 332.901 
22STC083  120160721142052 073626.06S 1043537.77E  6 5324.801-9-9.99 -2.722  537.372  99.601   6.442 333.801 
22STC083  120160721142053 073626.14S 1043537.77E  6 5329.401-9-9.99 -2.752  537.072  99.201   6.342 334.801 
22STC083  120160721142054 073626.21S 1043537.77E  6 5333.501-9-9.99 -2.782  536.782  98.901   6.252 335.901 
22STC083  120160721142055 073626.35S 1043537.83E  6 5337.401-9-9.99 -2.822  536.522  98.601   6.172 337.101 
22STC083  120160721142056 073626.50S 1043537.86E  6 5341.301-9-9.99 -2.862  536.262  98.301   6.092 338.301 
22STC083  120160721142057 073626.71S 1043537.94E  6 5345.201-9-9.99 -2.902  536.002  98.001   6.032 339.501 
22STC083  120160721142058 073627.00S 1043537.99E  6 5349.101-9-9.99 -2.942  535.732  97.701   5.982 340.701 
22STC083  120160721142059 073627.29S 1043538.10E  6 5353.301-9-9.99 -2.972  535.462  97.401   5.952 341.901 
22STC083  120160721142100 073627.58S 1043538.27E  6 5357.601-9-9.99 -3.002  535.172  97.201   5.932 342.901 
22STC083  120160721142101 073627.83S 1043538.35E  6 5362.001-9-9.99 -3.032  534.872  97.101   5.932 343.901 
22STC083  120160721142102 073628.01S 1043538.43E  6 5366.401-9-9.99 -3.072  534.582  97.001   5.952 344.801 
22STC083  120160721142103 073628.19S 1043538.46E  6 5370.701-9-9.99 -3.112  534.292  96.901   5.992 345.501 
22STC083  120160721142104 073628.33S 1043538.54E  6 5374.901-9-9.99 -3.152  534.002  96.901   6.042 346.201 
22STC083  120160721142105 073628.48S 1043538.54E  6 5379.101-9-9.99 -3.172  533.732  96.801   6.102 346.801 
22STC083  120160721142106 073628.62S 1043538.57E  6 5383.201-9-9.99 -3.202  533.452  96.701   6.162 347.301 
22STC083  120160721142107 073628.80S 1043538.57E  6 5387.301-9-9.99 -3.222  533.172  96.701   6.232 347.701 
22STC083  120160721142108 073628.98S 1043538.63E  6 5391.501-9-9.99 -3.242  532.892  96.701   6.292 348.201 
22STC083  120160721142109 073629.23S 1043538.68E  6 5395.801-9-9.99 -3.272  532.612  96.601   6.362 348.501 
22STC083  120160721142110 073629.45S 1043538.74E  6 5400.001-9-9.99 -3.292  532.322  96.601   6.422 348.801 
22STC083  120160721142111 073629.70S 1043538.82E  6 5404.301-9-9.99 -3.312  532.042  96.601   6.482 349.001 
22STC083  120160721142112 073629.92S 1043538.90E  6 5408.601-9-9.99 -3.332  531.752  96.701   6.552 349.201 
22STC083  120160721142113 073630.17S 1043538.93E  6 5412.901-9-9.99 -3.362  531.462  96.701   6.602 349.401 
22STC083  120160721142114 073630.42S 1043538.98E  6 5417.201-9-9.99 -3.372  531.182  96.801   6.662 349.701 
22STC083  120160721142115 073630.67S 1043538.98E  6 5421.401-9-9.99 -3.392  530.892  96.801   6.722 349.901 
22STC083  120160721142116 073630.92S 1043538.93E  6 5425.701-9-9.99 -3.412  530.612  96.901   6.772 350.201 
22STC083  120160721142117 073631.18S 1043538.98E  6 5429.901-9-9.99 -3.432  530.332  97.001   6.822 350.501 
22STC083  120160721142118 073631.43S 1043539.01E  6 5434.201-9-9.99 -3.452  530.042  97.101   6.882 350.701 
22STC083  120160721142119 073631.64S 1043539.09E  6 5438.601-9-9.99 -3.482  529.752  97.201   6.922 351.001 
22STC083  120160721142120 073631.90S 1043539.20E  6 5443.001-9-9.99 -3.512  529.452  97.301   6.972 351.301 
22STC083  120160721142121 073632.15S 1043539.31E  6 5447.401-9-9.99 -3.532  529.162  97.401   7.022 351.601 
22STC083  120160721142122 073632.40S 1043539.37E  6 5451.701-9-9.99 -3.562  528.882  97.501   7.062 351.901 
22STC083  120160721142123 073632.58S 1043539.48E  6 5455.801-9-9.99 -3.582  528.602  97.501   7.102 352.101 
22STC083  120160721142124 073632.76S 1043539.51E  6 5459.901-9-9.99 -3.602  528.332  97.601   7.142 352.301 
22STC083  120160721142125 073632.90S 1043539.51E  6 5463.901-9-9.99 -3.622  528.072  97.601   7.172 352.601 
22STC083  120160721142126 073633.08S 1043539.56E  6 5468.001-9-9.99 -3.632  527.802  97.701   7.212 352.801 
22STC083  120160721142127 073633.30S 1043539.59E  6 5472.001-9-9.99 -3.642  527.532  97.801   7.242 353.101 
22STC083  120160721142128 073633.59S 1043539.59E  6 5475.901-9-9.99 -3.652  527.272  97.901   7.272 353.501 
22STC083  120160721142129 073633.91S 1043539.61E  6 5479.801-9-9.99 -3.652  527.012  98.001   7.302 353.901 
22STC083  120160721142130 073634.27S 1043539.67E  6 5483.501-9-9.99 -3.652  526.762  98.201   7.322 354.401 
22STC083  120160721142131 073634.56S 1043539.72E  6 5487.301-9-9.99 -3.652  526.512  98.301   7.332 354.901 
22STC083  120160721142132 073634.85S 1043539.81E  6 5491.201-9-9.99 -3.652  526.262  98.501   7.352 355.401 
22STC083  120160721142133 073635.06S 1043539.89E  6 5495.201-9-9.99 -3.642  525.992  98.701   7.362 356.001 
22STC083  120160721142134 073635.28S 1043539.94E  6 5499.501-9-9.99 -3.642  525.702  98.901   7.382 356.501 
22STC083  120160721142135 073635.50S 1043539.97E  6 5504.101-9-9.99 -3.642  525.402  99.101   7.402 357.101 
22STC083  120160721142136 073635.71S 1043539.97E  6 5508.901-9-9.99 -3.642  525.092  99.301   7.422 357.701 
22STC083  120160721142137 073635.96S 1043539.97E  6 5513.701-9-9.99 -3.642  524.772  99.401   7.442 358.301 
22STC083  120160721142138 073636.22S 1043539.97E  6 5518.501-9-9.99 -3.642  524.452  99.401   7.462 358.901 
22STC083  120160721142139 073636.47S 1043539.97E  6 5523.201-9-9.99 -3.652  524.142  99.401   7.472 359.401 
22STC083  120160721142140 073636.72S 1043540.03E  6 5528.101-9-9.99 -3.672  523.822  99.301   7.482   0.001 
22STC083  120160721142141 073636.97S 1043540.05E  6 5532.901-9-9.99 -3.702  523.502  99.101   7.492   0.601 
22STC083  120160721142142 073637.22S 1043540.05E  6 5537.901-9-9.99 -3.742  523.172  98.901   7.492   1.201 
22STC083  120160721142143 073637.48S 1043540.08E  6 5543.001-9-9.99 -3.792  522.842  98.501   7.502   1.801 
22STC083  120160721142144 073637.73S 1043540.16E  6 5548.101-9-9.99 -3.842  522.502  98.201   7.502   2.401 
22STC083  120160721142145 073637.98S 1043540.19E  6 5553.001-9-9.99 -3.902  522.182  97.801   7.502   2.901 
22STC083  120160721142146 073638.27S 1043540.19E  6 5557.701-9-9.99 -3.942  521.872  97.301   7.512   3.401 
22STC083  120160721142147 073638.56S 1043540.14E  6 5562.001-9-9.99 -3.982  521.592  96.901   7.522   3.801 
22STC083  120160721142148 073638.84S 1043540.03E  6 5566.201-9-9.99 -4.012  521.312  96.601   7.522   4.301 
22STC083  120160721142149 073639.17S 1043539.92E  6 5570.201-9-9.99 -4.042  521.052  96.301   7.532   4.701 
22STC083  120160721142150 073639.42S 1043539.83E  6 5574.101-9-9.99 -4.062  520.792  96.101   7.532   5.201 
22STC083  120160721142151 073639.67S 1043539.78E  6 5578.101-9-9.99 -4.102  520.532  95.901   7.542   5.601 
22STC083  120160721142152 073639.89S 1043539.78E  6 5582.001-9-9.99 -4.152  520.282  95.701   7.542   6.001 
